1234470180,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,1,0,1,0,0,0,,1,1,0,0,0,
1530844586,0,0,0,0,0,0,2,0,2,0,0,0,0,0,,0,0,2,0,2,0,0,0,,1,1,0,0,0,
1530844586,0,0,0,0,0,0,2,0,2,1,0,0,0,0,,0,0,2,0,2,1,0,0,,1,1,0,0,0,
1530844597,0,0,0,0,0,0,3,0,3,1,0,0,0,0,,0,0,3,0,3,1,0,0,,2,2,0,0,0,
1530844602,0,0,0,0,0,0,4,0,4,1,0,0,0,0,,0,0,4,0,4,1,0,0,,1,1,0,0,0,
1530844608,0,0,0,0,0,0,5,0,5,1,0,0,0,0,,0,0,5,0,5,1,0,0,,1,1,0,0,0,
1530844613,0,0,0,0,0,0,6,0,6,1,0,0,0,0,,0,0,6,0,6,1,0,0,,2,2,0,0,0,
1530844613,0,0,0,0,0,0,7,0,7,1,0,0,0,0,,0,0,7,0,7,1,0,0,,1,1,0,0,0,
1530844619,0,0,0,0,0,0,8,0,8,1,0,0,0,0,,0,0,8,0,8,1,0,0,,1,1,0,0,0,
1530844496,0,0,0,0,0,0,9,0,9,1,0,0,0,0,,0,0,9,0,9,1,0,0,,2,2,0,0,0,
1530844630,0,0,0,0,0,0,10,0,10,1,0,0,0,0,,0,0,10,0,10,1,0,0,,1,1,0,0,0,
1530844635,0,0,0,0,0,0,11,0,11,1,0,0,0,0,,0,0,11,0,11,1,0,0,,1,1,0,0,0,
1530844641,0,0,0,0,0,0,12,0,12,1,0,0,0,0,,0,0,12,0,12,1,0,0,,2,2,0,0,0,
1530844646,0,0,0,0,0,0,13,0,13,1,0,0,0,0,,0,0,13,0,13,1,0,0,,1,1,0,0,0,
1530844652,0,0,0,0,0,0,14,0,14,1,0,0,0,0,,0,0,14,0,14,1,0,0,,1,1,0,0,0,
1530844657,0,0,0,0,0,0,15,0,15,1,0,0,0,0,,0,0,15,0,15,1,0,0,,2,2,0,0,0,
1530844662,0,0,0,0,0,0,16,0,16,1,0,0,0,0,,0,0,16,0,16,1,0,0,,1,1,0,0,0,
1530844668,0,0,0,0,0,0,17,0,17,1,0,0,0,0,,0,0,17,0,17,1,0,0,,1,1,0,0,0,
1530844668,0,0,0,0,0,0,17,0,17,2,0,0,0,0,,0,0,18,0,18,1,0,0,,2,2,0,0,0,
1530844673,0,0,0,0,0,0,18,0,18,2,0,0,0,0,,0,0,19,0,19,1,0,0,,1,1,0,0,0,
1530844679,0,0,0,0,0,0,19,0,19,2,0,0,0,0,,0,0,20,0,20,1,0,0,,1,1,0,0,0,
1530844684,0,0,0,0,0,0,20,0,20,2,0,0,0,0,,0,0,21,0,21,1,0,0,,2,2,0,0,0,
1530844690,0,0,0,0,0,0,21,0,21,2,0,0,0,0,,0,0,22,0,22,1,0,0,,1,1,0,0,0,
1530844695,0,0,0,0,0,0,22,0,22,2,0,0,0,0,,0,0,23,0,23,1,0,0,,1,1,0,0,0,
1530844701,0,0,0,0,0,0,23,0,23,2,0,0,0,0,,0,0,24,0,24,1,0,0,,2,2,0,0,0,
1530844706,0,0,0,0,0,0,24,0,24,2,0,0,0,0,,0,0,25,0,25,1,0,0,,1,1,0,0,0,
1530844712,0,0,0,0,0,0,25,0,25,2,0,0,0,0,,0,0,26,0,26,1,0,0,,1,1,0,0,0,
1530844717,0,0,0,0,0,0,26,0,26,2,0,0,0,0,,0,0,27,0,27,1,0,0,,2,2,0,0,0,
1530844723,0,0,0,0,0,0,27,0,27,2,0,0,0,0,,0,0,28,0,28,1,0,0,,1,1,0,0,0,
1530844728,1,0,0,0,0,0,28,0,28,2,0,0,0,0,,0,0,29,0,29,1,0,0,,1,1,0,0,0,
1530844728,1,0,0,0,0,0,29,0,29,2,0,0,0,0,,0,0,30,0,30,1,0,0,,2,2,0,0,0,
1530844734,1,0,0,0,0,0,30,0,30,2,0,0,0,0,,0,0,31,0,31,1,0,0,,1,1,0,0,0,
1530844739,1,0,0,0,0,0,31,0,31,2,0,0,0,0,,0,0,32,0,32,1,0,0,,1,1,0,1,0,
1530844744,1,0,0,0,0,0,32,0,32,2,0,0,0,0,,0,0,33,0,33,1,0,0,,2,2,0,0,0,
1530844750,1,0,0,0,0,0,33,0,33,2,0,0,0,0,,0,0,34,0,34,1,0,0,,1,1,0,1,0,
1530844755,1,0,0,0,0,0,34,0,34,2,0,0,0,0,,0,0,35,0,35,1,0,0,,2,2,0,0,0,
1530844761,1,0,0,0,0,0,35,0,35,2,0,0,0,0,,0,0,36,0,36,1,0,0,,2,2,0,0,0,
1530844766,1,0,0,0,0,0,36,0,36,2,0,0,0,0,,0,0,37,0,37,1,0,0,,1,1,0,0,0,
1530844772,1,0,0,0,0,0,37,0,37,2,0,0,0,0,,0,0,38,0,38,1,0,0,,1,1,0,0,0,
1530844777,1,0,0,0,0,0,38,0,38,2,0,0,0,0,,0,0,39,0,39,1,0,0,,2,2,0,0,0,
1530844783,1,0,0,0,0,0,39,0,39,2,0,0,0,0,,0,0,40,0,40,1,0,0,,1,1,0,0,0,
1530844788,1,0,0,0,0,0,40,0,40,2,0,0,0,0,,0,0,41,0,41,1,0,0,,1,1,0,0,0,
1530844788,1,0,0,0,0,0,41,0,41,2,0,0,0,0,,0,0,42,0,42,1,0,0,,2,2,0,0,0,
1539233402,1,0,0,0,0,0,42,0,42,2,0,0,0,0,,0,0,43,0,43,1,0,0,,1,1,0,0,0,
1530844799,1,0,0,0,0,0,43,0,43,2,0,0,0,0,,0,0,44,0,44,1,0,0,,1,1,0,0,0,
1530844805,1,0,0,0,0,0,44,0,44,2,0,0,0,0,,0,0,45,0,45,1,0,0,,2,2,0,0,0,
1530844810,1,0,0,0,0,0,45,0,45,2,0,0,0,0,,0,0,46,0,46,1,0,0,,1,1,0,0,0,
1530844816,1,0,0,0,0,0,46,0,46,2,0,0,0,0,,0,0,47,0,47,1,0,0,,1,1,0,0,0,
1530844821,1,0,0,0,0,0,47,0,47,2,0,0,0,0,,0,0,48,0,48,1,0,0,,2,2,0,1,0,
1530844826,1,0,0,0,0,0,48,0,48,2,0,0,0,0,,0,0,49,0,49,1,0,0,,2,2,0,0,0,
1530844832,1,0,0,0,0,0,49,0,49,2,0,0,0,0,,0,0,50,0,50,1,0,0,,2,1,0,0,0,
1530844837,1,0,0,0,0,0,50,0,50,2,0,0,0,0,,0,0,51,0,51,1,0,0,,2,2,0,0,0,
1530844843,1,0,0,0,0,0,51,0,51,2,0,0,0,0,,0,0,52,0,52,1,0,0,,1,1,0,1,1,
1530844843,1,0,0,0,0,0,51,0,51,3,0,0,0,0,,0,0,53,0,53,1,0,0,,2,1,0,0,0,
1530844848,1,0,0,0,0,0,52,0,52,3,0,0,0,0,,0,0,54,0,54,1,0,0,,2,2,0,0,0,
1530844854,1,0,0,0,0,0,53,0,53,3,0,0,0,0,,0,0,55,0,55,1,0,0,,1,1,0,0,0,
1530844859,1,0,0,0,0,0,54,0,54,3,0,0,0,0,,0,0,56,0,56,1,0,0,,1,1,0,0,0,
1530844865,1,0,0,0,0,0,55,0,55,3,0,0,0,0,,0,0,57,0,57,1,0,0,,2,2,0,0,0,
1530844870,1,0,0,0,0,0,56,0,56,3,0,0,0,0,,0,0,58,0,58,1,0,0,,1,1,0,0,0,
1530844876,1,0,0,0,0,0,57,0,57,3,0,0,0,0,,0,0,59,0,59,1,0,0,,1,1,0,0,0,
1530844881,1,0,0,0,0,0,58,0,58,3,0,0,0,0,,0,0,60,0,60,1,0,0,,2,2,0,0,0,
1530844759,2,0,0,0,0,0,59,0,59,3,0,0,0,0,,0,0,61,0,61,1,0,0,,1,1,0,0,0,
1530844892,2,0,0,0,0,0,60,0,60,3,0,0,0,0,,0,0,62,0,62,1,0,0,,1,1,0,1,0,
1530844898,2,0,0,0,0,0,61,0,61,3,0,0,0,0,,0,0,63,0,63,1,0,0,,2,2,0,0,0,
1530844903,2,0,0,0,0,0,62,0,62,3,0,0,0,0,,0,0,64,0,64,1,0,0,,1,1,0,0,0,
1530844903,2,0,0,0,0,0,63,0,63,3,0,0,0,0,,0,0,65,0,65,1,0,0,,1,1,0,0,0,
1530844909,2,0,0,0,0,0,64,0,64,3,0,0,0,0,,0,0,66,0,66,1,0,0,,2,2,0,0,0,
1530844914,2,0,0,0,0,0,65,0,65,3,0,0,0,0,,0,0,67,0,67,1,0,0,,1,1,0,0,0,
1530844919,2,0,0,0,0,0,66,0,66,3,0,0,0,0,,0,0,68,0,68,1,0,0,,1,1,0,0,0,
1530844925,2,0,0,0,0,0,67,0,67,3,0,0,0,0,,0,0,69,0,69,1,0,0,,2,2,0,0,0,
1530844930,2,0,0,0,0,0,68,0,68,3,0,0,0,0,,0,0,70,0,70,1,0,0,,1,1,0,0,0,
1530844936,2,0,0,0,0,0,69,0,69,3,0,0,0,0,,0,0,71,0,71,1,0,0,,1,1,0,0,0,
1530844941,2,0,0,0,0,0,70,0,70,3,0,0,0,0,,0,0,72,0,72,1,0,0,,2,2,0,0,0,
1530844947,2,0,0,0,0,0,71,0,71,3,0,0,0,0,,0,0,73,0,73,1,0,0,,1,1,0,0,0,
1530844952,2,0,0,0,0,0,72,0,72,3,0,0,0,0,,0,0,74,0,74,1,0,0,,1,1,0,0,0,
1530844952,2,0,0,0,0,0,72,0,72,4,0,0,0,0,,0,0,75,0,75,1,0,0,,2,2,0,0,0,
1530844963,2,0,0,0,0,0,73,0,73,4,0,0,0,0,,0,0,76,0,76,1,0,0,,1,1,0,0,0,
1530844963,2,0,0,0,0,0,74,0,74,4,0,0,0,0,,0,0,77,0,77,1,0,0,,1,1,0,0,0,
1530844969,2,0,0,0,0,0,75,0,75,4,0,0,0,0,,0,0,78,0,78,1,0,0,,2,2,0,0,0,
1530844974,2,0,0,0,0,0,76,0,76,4,0,0,0,0,,0,0,79,0,79,1,0,0,,1,1,0,0,0,
1530844980,2,0,0,0,0,0,77,0,77,4,0,0,0,0,,0,0,80,0,80,1,0,0,,1,1,0,0,0,
1530844980,2,0,0,0,0,0,77,0,77,5,0,0,0,0,,0,0,81,0,81,1,0,0,,2,2,0,0,0,
1530844991,2,0,0,0,0,0,78,0,78,5,0,0,0,0,,0,0,82,0,82,1,0,0,,1,1,0,0,0,
1530844996,2,0,0,0,0,0,79,0,79,5,0,0,0,0,,0,0,83,0,83,1,0,0,,1,1,0,0,0,
1530845001,2,0,0,0,0,0,80,0,80,5,0,0,0,0,,0,0,84,0,84,1,0,0,,2,2,0,0,0,
1530845007,2,0,0,0,0,0,81,0,81,5,0,0,0,0,,0,0,85,0,85,1,0,0,,1,1,0,1,0,
1530845012,2,0,0,0,0,0,82,0,82,5,0,0,0,0,,0,0,86,0,86,1,0,0,,2,2,0,0,0,
1530845018,2,0,0,0,0,0,83,0,83,5,0,0,0,0,,0,0,87,0,87,1,0,0,,2,2,0,0,0,
1530845023,2,0,0,0,0,0,84,0,84,5,0,0,0,0,,0,0,88,0,88,1,0,0,,1,1,0,0,0,
1530845023,2,0,0,0,0,0,85,0,85,5,0,0,0,0,,0,0,89,0,89,1,0,0,,1,1,0,1,0,
1530845029,2,0,0,0,0,0,86,0,86,5,0,0,0,0,,0,0,90,0,90,1,0,0,,2,2,0,0,0,
1530845034,2,0,0,0,0,0,87,0,87,5,0,0,0,0,,0,0,91,0,91,1,0,0,,1,1,0,0,0,
1530845040,2,0,0,0,0,0,88,0,88,5,0,0,0,0,,0,0,92,0,92,1,0,0,,1,1,0,1,0,
1530845045,2,0,0,0,0,0,89,0,89,5,0,0,0,0,,0,0,93,0,93,1,0,0,,2,2,0,0,0,
1530845045,2,0,0,0,0,0,89,0,89,6,0,0,0,0,,0,0,94,0,94,1,0,0,,1,1,0,0,0,
1530845056,2,0,0,0,0,0,90,0,90,6,0,0,0,0,,0,0,95,0,95,1,0,0,,1,1,0,0,0,
1530845062,2,0,0,0,0,0,91,0,91,6,0,0,0,0,,0,0,96,0,96,1,0,0,,2,2,0,0,0,
1530845067,2,0,0,0,0,0,92,0,92,6,0,0,0,0,,0,0,97,0,97,1,0,0,,1,1,0,0,0,
1530845073,2,0,0,0,0,0,93,0,93,6,0,0,0,0,,0,0,98,0,98,1,0,0,,1,1,0,0,0,
1530845078,2,0,0,0,0,0,94,0,94,6,0,0,0,0,,0,0,99,0,99,1,0,0,,2,2,0,0,0,
1530845078,2,0,0,0,0,0,95,0,95,6,0,0,0,0,,0,0,100,0,100,1,0,0,,1,1,0,0,0,
1530845083,2,0,0,0,0,0,96,0,96,6,0,0,0,0,,0,0,101,0,101,1,0,0,,1,1,0,0,0,
1530845089,2,0,0,0,0,0,97,0,97,6,0,0,0,0,,0,0,102,0,102,1,0,0,,2,2,0,0,0,
1530845094,2,0,0,0,0,0,98,0,98,6,0,0,0,0,,0,0,103,0,103,1,0,0,,1,1,0,0,0,
1530845100,2,0,0,0,0,0,99,0,99,6,0,0,0,0,,0,0,104,0,104,1,0,0,,1,1,0,1,0,
1530845105,2,0,0,0,0,0,100,0,100,6,0,0,0,0,,0,0,105,0,105,1,0,0,,2,2,0,0,0,
1530845111,2,0,0,0,0,0,101,0,101,6,0,0,0,0,,0,0,106,0,106,1,0,0,,1,1,0,0,0,
1530845116,2,0,0,0,0,0,102,0,102,6,0,0,0,0,,0,0,107,0,107,1,0,0,,1,1,0,0,0,
1530845122,2,0,0,0,0,0,103,0,103,6,0,0,0,0,,0,0,108,0,108,1,0,0,,2,2,0,0,0,
1530845127,2,0,0,0,0,0,104,0,104,6,0,0,0,0,,0,0,109,0,109,1,0,0,,1,1,0,1,0,
1530845133,2,0,0,0,0,0,105,0,105,6,0,0,0,0,,0,0,110,0,110,1,0,0,,2,2,0,0,0,
1530845138,2,0,0,0,0,0,106,0,106,6,0,0,0,0,,0,0,111,0,111,1,0,0,,2,2,0,1,0,
1530845138,2,0,0,0,0,0,107,0,107,6,0,0,0,0,,0,0,112,0,112,1,0,0,,2,2,0,0,0,
1530845144,2,0,0,0,0,0,108,0,108,6,0,0,0,0,,0,0,113,0,113,1,0,0,,2,1,0,1,0,
1530845149,2,0,0,0,0,0,109,0,109,6,0,0,0,0,,0,0,114,0,114,1,0,0,,2,2,0,0,0,
1530845155,2,0,0,0,0,0,110,0,110,6,0,0,0,0,,0,0,115,0,115,1,0,0,,1,1,0,0,0,
1530845160,2,0,0,0,0,0,111,0,111,6,0,0,0,0,,0,0,116,0,116,1,0,0,,1,1,0,0,0,
1530845165,2,0,0,0,0,0,112,0,112,6,0,0,0,0,,0,0,117,0,117,1,0,0,,2,2,0,0,0,
1530845171,2,0,0,0,0,0,113,0,113,6,0,0,0,0,,0,0,118,0,118,1,0,0,,1,1,0,1,0,
1530845176,2,0,0,0,0,0,114,0,114,6,0,0,0,0,,0,0,119,0,119,1,0,0,,2,2,0,0,0,
1530845182,2,0,0,0,0,0,115,0,115,6,0,0,0,0,,0,0,120,0,120,1,0,0,,2,2,0,0,1,
1530845187,2,0,0,0,0,0,116,0,116,6,0,0,0,0,,0,0,121,0,121,1,0,0,,3,3,0,0,0,
1530845193,2,0,0,0,0,0,117,0,117,6,0,0,0,0,,0,0,122,0,122,1,0,0,,3,2,0,0,0,
1530845198,2,0,0,0,0,0,118,0,118,6,0,0,0,0,,0,0,123,0,123,1,0,0,,3,1,0,0,0,
1530845204,2,0,0,0,0,0,119,0,119,6,0,0,0,0,,0,0,124,0,124,1,0,0,,3,1,0,0,0,
1530845209,2,0,0,0,0,0,120,0,120,6,0,0,0,0,,0,0,125,0,125,1,0,0,,3,1,0,0,0,
1530845215,2,0,0,0,0,0,121,0,121,6,0,0,0,0,,0,0,126,0,126,1,0,0,,3,1,0,0,0,
1530845220,2,0,0,0,0,0,122,0,122,6,0,0,0,0,,0,0,127,0,127,1,0,0,,3,1,0,0,0,
1530845231,2,0,0,0,0,0,123,0,123,6,0,0,0,0,,0,0,128,0,128,1,0,0,,3,1,0,0,0,
1530845237,2,0,0,0,0,0,124,0,124,6,0,0,0,0,,0,0,129,0,129,1,0,0,,3,1,0,0,0,
1530845242,2,0,0,0,0,0,125,0,125,6,0,0,0,0,,0,0,130,0,130,1,0,0,,3,1,0,0,0,
1530845247,2,0,0,0,0,0,126,0,126,6,0,0,0,0,,0,0,131,0,131,1,0,0,,3,1,0,0,0,
1539233861,2,0,0,0,0,0,127,0,127,6,0,0,0,0,,0,0,132,0,132,1,0,0,,3,1,0,0,0,
1530845258,2,0,0,0,0,0,128,0,128,6,0,0,0,0,,0,0,133,0,133,1,0,0,,3,1,0,0,0,
1530845264,2,0,0,0,0,0,129,0,129,6,0,0,0,0,,0,0,134,0,134,1,0,0,,3,1,0,0,0,
1530845269,2,0,0,0,0,0,130,0,130,6,0,0,0,0,,0,0,135,0,135,1,0,0,,3,1,0,0,0,
1530845275,2,0,0,0,0,0,131,0,131,6,0,0,0,0,,0,0,136,0,136,1,0,0,,3,1,0,0,0,
1530845286,2,0,0,0,0,0,132,0,132,6,0,0,0,0,,0,0,137,0,137,1,0,0,,3,1,0,0,0,
1530845291,2,0,0,0,0,0,133,0,133,6,0,0,0,0,,0,0,138,0,138,1,0,0,,3,1,0,0,0,
1530845291,3,0,0,0,0,0,133,0,133,7,0,0,0,0,,0,0,138,0,138,2,0,0,,3,1,0,0,1,
1530845302,3,0,0,0,0,0,134,0,134,7,0,0,0,0,,0,0,139,0,139,2,0,0,,3,2,0,0,0,
1530845308,3,0,0,0,0,0,135,0,135,7,0,0,0,0,,0,0,140,0,140,2,0,0,,3,1,0,0,0,
1530845313,3,0,0,0,0,0,136,0,136,7,0,0,0,0,,0,0,141,0,141,2,0,0,,3,1,0,0,0,
1530845319,3,0,0,0,0,0,137,0,137,7,0,0,0,0,,0,0,142,0,142,2,0,0,,3,1,0,0,0,
1530845324,3,0,0,0,0,0,138,0,138,7,0,0,0,0,,0,0,143,0,143,2,0,0,,3,1,0,0,0,
1530845329,3,0,0,0,0,0,139,0,139,7,0,0,0,0,,0,0,144,0,144,2,0,0,,3,1,0,0,0,
1530845335,3,0,0,0,0,0,140,0,140,7,0,0,0,0,,0,0,145,0,145,2,0,0,,3,1,0,0,0,
1530845346,3,0,0,0,0,0,141,0,141,7,0,0,0,0,,0,0,146,0,146,2,0,0,,3,1,0,0,0,
1530845351,3,0,0,0,0,0,142,0,142,7,0,0,0,0,,0,0,147,0,147,2,0,0,,3,1,0,0,0,
1530845357,3,0,0,0,0,0,143,0,143,7,0,0,0,0,,0,0,148,0,148,2,0,0,,3,1,0,0,0,
1530845362,3,0,0,0,0,0,144,0,144,7,0,0,0,0,,0,0,149,0,149,2,0,0,,3,1,0,0,0,
1530845368,3,0,0,0,0,0,145,0,145,7,0,0,0,0,,0,0,150,0,150,2,0,0,,3,1,0,0,0,
1530845373,3,0,0,0,0,0,146,0,146,7,0,0,0,0,,0,0,151,0,151,2,0,0,,3,1,0,0,0,
1530845379,3,0,0,0,0,0,147,0,147,7,0,0,0,0,,0,0,152,0,152,2,0,0,,3,1,0,0,0,
1539233992,3,0,0,0,0,0,148,0,148,7,0,0,0,0,,0,0,153,0,153,2,0,0,,3,1,0,0,0,
1530845390,3,0,0,0,0,0,149,0,149,7,0,0,0,0,,0,0,154,0,154,2,0,0,,3,1,0,0,0,
