1530844583,27,1001,40,27,1001,40,2512,2731,2850,3106,-12700,-12700,-12700,2900,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844588,27,1001,40,27,1001,40,2512,2725,2850,3125,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844594,27,1001,40,27,1001,40,2512,2725,2850,3143,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1539233207,27,873,40,27,873,40,2512,2725,2850,3162,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844599,27,1001,40,27,1001,40,2512,2725,2850,3162,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844477,27,1001,40,27,1001,40,2512,2725,2850,3175,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844610,27,1001,40,27,1001,40,2512,2725,2850,3193,-12700,-12700,-12700,2912,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844615,27,1001,40,27,1001,40,2512,2718,2850,3206,-12700,-12700,-12700,2925,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844621,27,1001,40,27,1001,40,2512,2718,2856,3225,-12700,-12700,-12700,2925,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844626,27,1001,40,27,1001,40,2512,2718,2856,3237,-12700,-12700,-12700,2925,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844631,27,1000,40,27,1000,40,2512,2718,2856,3256,-12700,-12700,-12700,2937,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844631,27,1000,40,27,1000,40,2512,2718,2856,3256,-12700,-12700,-12700,2937,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844637,27,1001,40,27,1001,40,2512,2718,2856,3268,-12700,-12700,-12700,2937,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844648,27,1001,40,27,1001,40,2512,2718,2856,3287,-12700,-12700,-12700,2950,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844648,27,1001,40,27,1001,40,2512,2718,2856,3287,-12700,-12700,-12700,2950,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844653,27,1001,40,27,1001,40,2512,2718,2862,3300,-12700,-12700,-12700,2950,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844658,27,1001,40,27,1001,40,2512,2718,2862,3312,-12700,-12700,-12700,2950,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844664,27,1001,40,27,1001,40,2512,2718,2862,3325,-12700,-12700,-12700,2962,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844669,27,1001,40,27,1001,40,2512,2718,2862,3331,-12700,-12700,-12700,2962,-12700,2825,-12700,-12700,-12700,0,0,2456,
1530844674,27,1001,40,27,1001,40,2512,2718,2862,3337,-12700,-12700,-12700,2962,-12700,2825,-12700,-12700,-12700,0,0,2456,
1530844680,27,1001,40,27,1001,40,2518,2718,2868,3350,-12700,-12700,-12700,2975,-12700,2825,-12700,-12700,-12700,0,0,2456,
1530844680,27,1001,40,27,1001,40,2518,2718,2868,3350,-12700,-12700,-12700,2975,-12700,2825,-12700,-12700,-12700,0,0,2456,
1530844685,27,1001,40,27,1001,40,2518,2718,2868,3356,-12700,-12700,-12700,2975,-12700,2825,-12700,-12700,-12700,0,0,2456,
1530844691,27,1001,40,27,1001,40,2512,2718,2868,3362,-12700,-12700,-12700,2975,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844696,27,1001,40,27,1001,40,2518,2718,2868,3375,-12700,-12700,-12700,2987,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844701,27,1001,40,27,1001,40,2518,2718,2868,3381,-12700,-12700,-12700,2987,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844707,27,1001,40,27,1001,40,2518,2718,2875,3387,-12700,-12700,-12700,2987,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844712,27,1001,40,27,1001,40,2518,2718,2875,3393,-12700,-12700,-12700,3000,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844717,27,1001,40,27,1001,40,2518,2718,2875,3400,-12700,-12700,-12700,3000,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844723,27,1001,40,27,1001,40,2518,2718,2875,3406,-12700,-12700,-12700,3012,-12700,2825,-12700,-12700,-12700,0,0,2462,
1530844728,27,1001,40,27,1001,40,2518,2718,2875,3412,-12700,-12700,-12700,3012,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844728,27,1001,40,27,1001,40,2518,2718,2875,3412,-12700,-12700,-12700,3012,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844734,27,1001,40,27,1001,40,2518,2725,2881,3418,-12700,-12700,-12700,3012,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844739,27,1001,40,27,1001,40,2518,2718,2881,3425,-12700,-12700,-12700,3012,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844744,27,1001,40,27,1001,40,2518,2725,2881,3431,-12700,-12700,-12700,3025,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844750,27,1001,40,27,1001,40,2518,2725,2881,3437,-12700,-12700,-12700,3025,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844755,27,1001,40,27,1001,40,2518,2725,2887,3443,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844760,27,1001,40,27,1001,40,2518,2725,2887,3450,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844760,27,1001,40,27,1001,40,2518,2725,2887,3450,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844766,27,1001,40,27,1001,40,2518,2725,2887,3456,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844766,27,1001,40,27,1001,40,2518,2725,2887,3456,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844766,27,1001,40,27,1001,40,2518,2725,2887,3456,-12700,-12700,-12700,3037,-12700,2837,-12700,-12700,-12700,0,0,2462,
1530844782,27,1001,40,27,1001,40,2518,2725,2893,3468,-12700,-12700,-12700,3050,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844787,27,1001,40,27,1001,40,2518,2725,2893,3475,-12700,-12700,-12700,3050,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844793,27,1001,40,27,1001,40,2518,2725,2900,3481,-12700,-12700,-12700,3062,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844798,27,1001,40,27,1001,40,2518,2725,2900,3487,-12700,-12700,-12700,3062,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844803,27,1001,40,27,1001,40,2518,2731,2900,3493,-12700,-12700,-12700,3062,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844809,27,1001,40,27,1001,40,2518,2731,2900,3493,-12700,-12700,-12700,3062,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844814,27,1001,40,27,1001,40,2518,2731,2906,3506,-12700,-12700,-12700,3075,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844814,27,1001,40,27,1001,40,2518,2731,2906,3506,-12700,-12700,-12700,3075,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844820,27,1001,40,27,1001,40,2518,2731,2906,3518,-12700,-12700,-12700,3075,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844825,27,1001,40,27,1001,40,2518,2731,2906,3525,-12700,-12700,-12700,3075,-12700,2850,-12700,-12700,-12700,0,0,2468,
1530844830,27,1001,40,27,1001,40,2518,2731,2906,3537,-12700,-12700,-12700,3075,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844836,27,1001,40,27,1001,40,2525,2731,2906,3543,-12700,-12700,-12700,3087,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844841,27,1001,40,27,1001,40,2525,2731,2912,3543,-12700,-12700,-12700,3087,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844846,27,1001,40,27,1001,40,2525,2731,2912,3550,-12700,-12700,-12700,3087,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844852,27,1001,40,27,1001,40,2525,2731,2912,3550,-12700,-12700,-12700,3087,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844857,27,1001,40,27,1001,40,2525,2731,2918,3550,-12700,-12700,-12700,3100,-12700,2862,-12700,-12700,-12700,0,0,2468,
1539200575,27,1001,40,27,1001,40,2525,2603,-29850,-29346,-12700,-12700,-12700,3100,-12700,2990,-12700,-12700,-12700,0,0,2468,
1530844863,27,1001,40,27,1001,40,2525,2731,2918,3550,-12700,-12700,-12700,3100,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844868,27,1001,40,27,1001,40,2525,2731,2918,3550,-12700,-12700,-12700,3100,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844745,27,1001,39,27,1001,39,2525,2737,2918,3556,-12700,-12700,-12700,3100,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844879,27,1001,39,27,1001,39,2525,2737,2918,3556,-12700,-12700,-12700,3100,-12700,2862,-12700,-12700,-12700,0,0,2468,
1530844884,27,1001,39,27,1001,39,2525,2737,2918,3556,-12700,-12700,-12700,3112,-12700,2875,-12700,-12700,-12700,0,0,2468,
1530844889,27,1001,39,27,1001,39,2525,2737,2925,3556,-12700,-12700,-12700,3112,-12700,2875,-12700,-12700,-12700,0,0,2468,
1530844895,27,1001,39,27,1001,39,2525,2737,2925,3556,-12700,-12700,-12700,3112,-12700,2875,-12700,-12700,-12700,0,0,2468,
1530844895,27,1001,39,27,1001,39,2525,2737,2925,3556,-12700,-12700,-12700,3112,-12700,2875,-12700,-12700,-12700,0,0,2468,
1530844906,27,1001,39,27,1001,39,2525,2743,2925,3562,-12700,-12700,-12700,3112,-12700,2875,-12700,-12700,-12700,0,0,2462,
1530844911,27,1001,39,27,1001,39,2525,2743,2931,3562,-12700,-12700,-12700,3112,-12700,2887,-12700,-12572,-12700,0,0,2340,
